label	message	length	punct
ham	Dear colleague, FREE certification exam voucher worth Rs 8,000 for the top 50 students who complete the course before 31st March. First come first served basis. Check your eligibility on the learning portal. Please confirm receipt.	231	6
spam	DEAR VALUED CUSTOMER: Dear Customer, As per RBI circular all UPI users must re-link Aadhaar by 31st March. Failing which UPI services will stop. Call 1800-UPI-UPDATE to complete linking today.	192	8
ham	Please note: Can you check if the AC in the lab is working? It was broken yesterday and I have a 3 hour practical this afternoon. The heat is unbearable without it. Looking forward to your response.	198	5
spam	DEAR VALUED CUSTOMER: IMPORTANT NOTICE: INFERTILITY TREATMENT: Guaranteed pregnancy in 6 months! Our Ayurvedic treatment for both husband and wife Rs 15,000. 1000 couples blessed with children. Call 9876543210. This is your final chance!	237	9
spam	important Your phone number WON our weekly lottery! Rs 25,000 cash prize waiting. Verify at http://lottowin-claim.xyz within 48 hours or prize is forfeited! Respond urgently!	174	10
ham	Please be informed that As discussed earlier, I spoke with the ISO operations team this morning about the path 26 congestion situation. They expect resolution by Thursday but recommend maintaining backup supply arrangements through end of the week.	248	3
ham	Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D	144	9
ham	No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)	102	9
ham	Oops I did have it, <#> ?	25	5
ham	Kindly note that The market intelligence report for the Pacific Northwest region is attached. Hydro conditions are better than forecast which will likely suppress power prices through summer. Let us review the position. Thanks for your cooperation.	248	4
spam	URGENT: Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk Only today!	138	7
ham	I not busy juz dun wan 2 go so early.. Hee..	44	4
spam	PRIORITY MESSAGE: URGENT! Dear Winner, Your email ID has been randomly selected for a Rs 50,000 cash prize. Visit http://cashprize-draw.net and enter code WIN2024 to collect! This is your final chance!	201	12
spam	SPECIAL ALERT: IMPORTANT NOTICE: Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16	189	8
ham	Good morning, Did you take notes in today's lecture? The professor went through a lot of material and I was late by 15 minutes. Can you WhatsApp me a photo of the notes? Regards.	178	6
spam	ATTENTION: Indane Gas: Ur gas cylinder booking on hold due 2 Aadhaar link mismatch. Link Aadhaar by calling 1800-GAS-LINK or ur subsidy of Rs 2,400 will be stopped from next month.	180	7
spam	HDFC Bank: Dear user UR credit card ending 5678 used for Rs 23,499 at UNKNOWN MERCHANT at 02:34AM. If not done by u contact 1800-HDFC FRAUD immediately. Block card NOW.	168	7
spam	LIMITED TIME: Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2 Limited time only!	180	3
spam	DEAR SIR/MADAM: FREE CANCER SCREENING CAMP in your area on 22nd March! Register by calling 9988776655. Early detection saves lives. Bring Aadhaar card. Limited slots. After screening buy our immunity booster at 50% discount.	224	9
ham	I'm ok. Will do my part tomorrow	32	2
spam	SPECIAL SELECTED: Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	179	11
spam	DEAR SIR/MADAM: HURRY! BUY MARKSHEET: Get 80%+ marks in your university result. Contact http://marksheet-upgrade.xyz Rs 10,000 only. 100% guaranteed. Trusted by 5000 students!	175	17
ham	Quick update — I wanted to follow up on our discussion from yesterday about the California power market situation. The regulatory environment is shifting quickly and I think we need to review our hedging positions.	214	2
spam	ACT NOW: PRIZE NOTIFICATION: Your Paytm number won Rs 1,50,000 in our New Year bumper draw. Call within 24 hours to verify and collect your prize money.	152	6
ham	Our department received the best research output award at the university annual conference. Congratulations to all the faculty and students whose published work contributed to this recognition this year.	203	2
ham	Following up: Your appointment at the Regional Passport Office on 25th March at 10am is confirmed. Carry all original documents as per the official checklist. Arrive at least 30 minutes before the scheduled time.	212	4
spam	ACT NOW: ATTENTION: Your vehicle has been captured running a red light on 15th March. A challan of Rs 5,000 has been generated. Pay within 30 days to avoid additional penalties and legal proceedings against you as the owner.	224	6
ham	Its hard to believe things like this. All can say lie but think twice before saying anything to me.	99	2
ham	Following up: Our team won the inter-departmental football tournament. Congratulations to all the players and the coach. Medals will be distributed at the sports day function on 28th March by the principal.	206	5
ham	Who u talking about?	20	1
ham	see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.	276	9
spam	PRIORITY MESSAGE: OFFICIAL COMMUNICATION: Our representative will be in your city next Tuesday and Wednesday only. He would like to meet you personally to discuss the proposal. Please confirm a 30 minute slot so we can finalize the arrangement. Limited time only!	263	6
ham	Dear colleague, Your annual health insurance policy has been renewed. New policy document and e-card have been sent to your registered email. Download and save the e-card for use at cashless network hospitals. Thanks for your cooperation.	238	7
spam	FINAL WARNING: New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl	173	4
ham	Hi team, I spoke with the IT vendor today. The server migration to AWS will happen on the night of 22nd March from 11pm to 5am. A minimal downtime window will affect the CRM system during this period. Best regards.	214	5
spam	ACT NOW: We are pleased to inform you that your visa application for Canada has been approved in principle. Please pay the visa stamping fee of Rs 7,500 to our authorized travel desk to complete the process.	207	4
ham	Friendly reminder: The college library will be closed on all Sundays during April for annual stock verification. Students may access the digital library resources through the official college portal during this period. Let me know if you have questions.	253	4
spam	URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate	158	8
spam	DEAR VALUED CUSTOMER: Dear Account Holder, Our routine security scan has flagged your account for suspicious login attempts. We need you to verify your identity immediately. Please call our 24 hour security helpline right away.	227	5
spam	ACT NOW: We have received a complaint about your mobile number being used for cybercrime. Your number will be blocked in 2 hours. Call the cyber crime cell at 1800-CYBER immediately!	182	5
ham	I like dis sweater fr mango but no more my size already so irritating.	70	1
spam	DEAR USER: We have received a complaint from your building society regarding noise violations at your address. To avoid a formal notice being issued please call our dispute resolution cell before this Friday at 5pm.	215	3
spam	EXCLUSIVE! Work from home opportunity for housewives and students! Earn Rs 1000/day by watching YouTube videos. Register at http://youtube-earn-india.net	153	10
spam	ACT NOW: SPECIAL ALERT: RAILWAY VENDOR LICENSE: Get license to sell food and goods on Indian Railways platforms without tender. Pay Rs 8,000 processing fee. Call our agent at 9876543210 for details. This is your final chance!	225	8
ham	Hi there, Bhai can you lend me Rs 300 until Friday? I forgot my wallet at home today and I need money for lunch and the xerox shop. I will return on Friday after my ATM withdrawal.	180	4
spam	SPECIAL SELECTED: ACT NOW! MAKE MONEY ONLINE Rs 5000/day guaranteed! No investment needed. Join http://earn-online-fast.xyz 10000 members already earning daily! Time is running out!	181	13
ham	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.	113	1
spam	AXIS BANK: Rs 15,000 EMI due. Avoid penalty, pay now at http://axisbank-emi-pay.xyz or call 1800-AXIS-BANK immediately!	119	13
ham	Quick update: The quarterly all-hands meeting is scheduled for 25th March at 4pm in the main auditorium. The CEO will share business updates Q4 targets and answer employee questions. Attendance is strongly encouraged.	217	5
